student_code,gpa,failed_subjects,credits_completed,attendance_rate,login_count,assignment_submitted,assignment_missing,forum_posts,video_views,learning_hours,academic_score,attendance_score,engagement_score,dropout_risk
SV1507,7.15,0,102,77.04,26,8,4,4,26,20.2,0.8005,0.7704000000000001,0.5979304910261992,0
SV1508,5.66,0,67,74.84,25,15,3,5,26,21.4,0.6961999999999999,0.7484000000000001,0.6721359629663743,0
SV1509,7.2,0,85,73.06,27,15,3,1,32,5.1,0.804,0.7306,0.6570583616862672,0
SV1510,4.16,0,90,74.16,18,13,4,11,21,15.9,0.5912,0.7415999999999999,0.6610929594808572,0
SV1511,6.05,0,112,90.81,31,13,3,4,26,19.3,0.7235,0.9081,0.686751630403698,0
SV1512,6.65,0,49,81.47,20,12,0,6,28,20.4,0.7655,0.8147,0.731042081964776,1
SV1513,6.37,1,65,,19,10,4,5,16,7.4,0.7159,0.8153,0.5424770040748622,0
SV1514,7.69,0,98,61.12,18,12,4,7,28,15.9,0.8383,0.6112,0.6324833372910246,1
SV1515,7.02,0,87,63.49,17,9,2,6,20,12.5,0.7913999999999999,0.6349,0.603658494800914,0
SV1516,7.5,3,107,100.0,29,14,0,5,24,23.1,0.7349999999999999,1.0,0.7541019540033894,0
SV1517,5.47,3,53,75.33,23,11,4,3,32,3.7,0.5928999999999999,0.7533,0.6199408421350641,1
SV1518,7.85,0,101,66.38,30,10,4,3,29,7.4,0.8494999999999999,0.6638,0.641368356125184,1
SV1519,8.94,0,123,99.47,24,12,0,9,35,1.1,0.9258,0.9947,0.8281595935574554,0
SV1520,5.04,2,105,82.23,29,10,3,3,32,12.9,0.5928,0.8223,0.6708851773422879,0
SV1521,5.17,1,94,86.67,29,12,2,3,32,25.6,0.6319,0.8667,0.7060500116859662,0
SV1522,8.5,0,87,75.93,23,8,4,4,24,11.7,0.895,0.7593000000000001,0.5705468996612354,0
SV1523,6.21,0,65,73.22,22,6,3,2,22,12.6,0.7346999999999999,0.7322,0.5280856977492544,0
SV1524,8.61,0,88,75.46,21,7,2,4,26,15.3,0.9026999999999998,0.7545999999999999,0.6118871189905228,0
SV1525,5.84,3,128,57.26,21,13,2,5,26,185.39999999999998,0.6187999999999999,0.5726,0.6610790483995606,1
SV1526,8.68,0,86,76.68,23,6,0,6,20,14.2,0.9076,0.7668,0.7129710955749273,0
SV1527,6.7,0,63,82.44,25,5,2,5,22,14.4,0.7689999999999999,0.8244,0.6063350752809283,0
SV1528,6.89,1,75,100.0,31,3,0,3,28,6.9,0.7523,1.0,0.757206063870511,0
SV1529,8.85,0,96,79.29,26,18,1,4,35,11.4,0.9195,0.7929,0.7511202850375472,0
SV1530,5.96,0,79,42.99,18,13,5,6,19,16.5,0.7172,0.4299,0.5668267765044972,0
SV1531,5.09,1,105,76.59,20,8,3,9,25,17.6,0.6263000000000001,0.7659,0.6492239036245556,1
SV1532,5.83,0,106,100.0,31,9,0,6,28,19.8,0.7081,1.0,0.7981152399494436,0
SV1533,7.18,0,117,91.0,24,8,1,6,26,14.0,0.8026,0.91,0.7018969657707512,0
SV1534,4.15,1,133,65.84,25,3,3,10,26,14.1,0.5605,0.6584,0.6069844268017024,1
SV1535,7.46,0,120,,34,12,2,6,31,16.5,0.8222,0.8687,0.7729014485683443,0
SV1536,,2,62,66.87,28,7,0,5,28,8.4,0.6383000000000001,0.6687000000000001,0.7661861823736733,1
SV1537,8.22,0,63,57.69,27,15,2,2,32,8.2,0.8754,0.5769,0.6903025649774893,1
SV1538,2.91,0,88,72.77,23,8,1,5,24,11.3,0.5037,0.7277,0.6730721336628706,1
SV1539,5.32,1,76,79.37,30,8,0,3,25,4.3,0.6424000000000001,0.7937000000000001,0.7374722230504712,0
SV1540,3.97,0,56,49.92,21,9,2,8,30,14.4,0.5779,0.49920000000000003,0.7007760073233453,0
SV1541,5.26,0,77,60.76,23,14,3,8,36,18.3,0.6681999999999999,0.6076,0.7423829034380725,0
SV1542,6.87,0,76,78.16,27,17,1,3,24,7.7,0.7808999999999999,0.7816,0.6924118929177744,1
SV1543,6.23,0,70,71.88,26,9,0,4,34,14.6,0.7361,0.7188,0.7676274376745036,0
SV1544,6.12,0,81,83.92,26,9,1,1,26,8.2,0.7283999999999999,0.8392000000000001,0.6503547233916736,1
SV1545,6.26,0,125,59.78,13,14,5,6,22,5.9,0.7382,0.5978,0.5558232894497912,0
SV1546,6.81,0,96,88.71,23,13,2,4,30,24.3,0.7767,0.8870999999999999,0.6778196254252389,0
SV1547,4.99,0,140,60.24,28,9,2,3,34,6.0,0.6493,0.6024,0.6934589388966902,1
SV1548,7.56,0,95,100.0,28,9,0,3,34,4.3,0.8291999999999999,1.0,0.7661861969315868,0
SV1549,7.49,0,81,52.26,18,13,3,1,30,13.3,0.8243,0.5226,0.5847560702326561,0
SV1550,7.08,0,90,61.61,18,15,4,5,21,13.6,0.7955999999999999,0.6161,0.589181907216306,0
SV1551,7.33,0,98,84.26,22,12,2,0,27,16.0,0.8130999999999999,0.8426,0.599730726496918,0
SV1552,6.94,0,103,100.0,36,4,0,4,28,24.0,0.7858,1.0,0.8013302637349631,0
SV1553,9.55,0,140,82.73,33,12,2,2,34,7.3,0.9684999999999999,0.8273,0.7258948014811244,0
SV1554,,1,65,86.44,29,9,0,5,36,8.5,0.7159,0.8644,0.8086473914361617,0
SV1555,6.04,1,116,78.26,30,13,1,5,28,21.7,0.6928,0.7826000000000001,0.7498099060682609,0
SV1556,5.37,4,96,62.6,21,12,4,8,26,17.6,0.5559000000000001,0.626,0.6553214732840876,1
SV1557,4.95,1,43,70.65,27,14,1,4,28,16.8,0.6165,0.7065,0.7197856247373853,1
SV1558,4.63,0,113,59.82,32,12,3,4,37,8.5,0.6240999999999999,0.5982,0.7378491890733899,1
SV1559,,2,128,58.82,19,6,6,6,28,18.8,0.6019,0.5882000000000001,0.5249445378045525,1
SV1560,,1,64,84.03,28,15,0,3,24,16.8,0.7173,0.8403,0.7207316702878738,0
SV1561,7.0,0,90,61.15,26,14,4,7,29,13.1,0.7899999999999999,0.6114999999999999,0.6969203909254437,0
SV1562,6.58,0,38,82.79,26,11,0,3,22,8.5,0.7605999999999999,0.8279000000000001,0.6994456300528304,0
SV1563,5.35,0,52,58.47,22,17,4,4,27,12.6,0.6744999999999999,0.5847,0.6352285661063701,0
SV1564,7.85,0,121,82.45,33,9,0,7,30,21.9,0.8494999999999999,0.8245,0.8330376328842128,0
SV1565,7.61,0,76,70.67,25,15,4,3,30,5.4,0.8327,0.7067,0.6455011981904777,0
SV1566,6.26,1,57,99.1,31,12,2,4,28,7.2,0.7081999999999999,0.991,0.713699677967843,0
SV1567,5.52,1,97,,30,7,0,1,38,8.2,0.6563999999999999,0.8286,0.7692903988621611,0
SV1568,7.32,0,74,96.54,32,9,0,3,27,9.5,0.8124,0.9654,0.7587582591441006,0
SV1569,6.78,0,76,66.67,25,7,6,4,28,11.9,0.7746,0.6667000000000001,0.549641793455731,1
SV1570,4.33,2,112,78.84,22,13,1,2,26,17.8,0.5430999999999999,0.7884,0.6510294233787702,1
SV1571,6.4,0,55,63.28,28,10,6,3,33,14.8,0.748,0.6328,0.6116407713088785,0
SV1572,6.89,0,63,71.8,16,16,0,5,25,12.4,0.7823,0.718,0.6793791212674124,0
SV1573,5.15,1,95,74.07,22,9,2,3,18,13.7,0.6305000000000001,0.7406999999999999,0.5841463028609775,1
SV1574,6.78,0,119,67.11,24,9,5,4,31,15.7,0.7746,0.6711,0.5989388359142308,0
SV1575,4.32,1,127,59.77,23,9,2,7,30,1.9,0.5724,0.5977,0.6993347665804286,1
SV1576,8.5,0,70,56.8,25,10,5,3,30,18.4,0.895,0.568,0.596378390015655,0
SV1577,8.37,0,118,42.9,17,12,5,5,24,7.0,0.8858999999999999,0.429,0.5632841772196259,0
SV1578,6.12,1,66,62.15,17,14,2,2,18,9.3,0.6983999999999999,0.6214999999999999,0.5627494169341767,1
SV1579,7.05,0,140,87.41,19,14,2,2,30,14.0,0.7934999999999999,0.8741,0.6294899918937393,0
SV1580,2.89,1,56,54.02,23,12,3,6,28,11.5,0.47230000000000005,0.5402,0.6693347764454409,1
SV1581,4.77,0,130,57.48,24,9,5,3,30,14.9,0.6338999999999999,0.5748,0.5807570190753877,0
SV1582,6.06,0,70,100.0,31,9,0,7,32,12.9,0.7242,1.0,0.8299334201147329,0
SV1583,4.89,4,140,68.45,28,7,6,2,27,10.3,0.5223,0.6845,0.5361162967008599,1
SV1584,7.57,0,108,82.82,25,11,3,2,38,21.2,0.8298999999999999,0.8281999999999999,0.6667247061039969,0
SV1585,9.5,0,60,87.63,24,14,1,6,22,16.2,0.9649999999999999,0.8763,0.7014929403972152,0
SV1586,4.74,0,74,87.94,20,11,3,4,24,13.8,0.6317999999999999,0.8794,0.5998732645728592,0
SV1587,,1,113,55.17,20,10,4,3,20,16.2,0.6368,0.5517,0.5394836578769574,0
SV1588,6.85,0,122,,23,11,1,4,26,7.8,0.7794999999999999,0.7453,0.6796378002122003,0
SV1589,8.92,0,88,53.73,17,10,1,4,24,25.0,0.9243999999999999,0.5373,0.630931220833972,0
SV1590,4.67,0,91,100.0,34,10,0,2,34,5.5,0.6269,1.0,0.7891352039406685,0
SV1591,6.87,0,113,54.08,24,12,8,8,27,12.7,0.7808999999999999,0.5408,0.6181596169569021,0
SV1592,,0,94,62.28,16,13,3,4,22,10.3,0.9460999999999999,0.6228,0.5771064002317715,0
SV1593,4.02,0,51,62.39,25,7,4,5,32,10.1,0.5813999999999999,0.6239,0.6206208062094118,1
SV1594,4.58,0,66,55.55,28,9,3,3,34,9.3,0.6206,0.5555,0.6661862163760284,1
SV1595,5.86,0,97,98.29,35,14,0,3,30,7.4,0.7101999999999999,0.9829000000000001,0.790687320824226,0
SV1596,5.72,1,126,100.0,36,9,1,1,32,19.1,0.6703999999999999,1.0,0.7386030583134537,0
SV1597,7.72,0,138,70.86,25,9,0,4,20,4.8,0.8404,0.7086,0.6978935146575321,0
SV1598,6.86,0,113,58.19,29,8,1,7,34,17.9,0.7802,0.5819,0.7823847678390795,1
SV1599,3.84,0,99,44.45,21,6,2,3,30,15.9,0.5688,0.4445,0.6053214603192145,0
SV1600,7.27,0,112,74.34,23,9,4,7,26,9.7,0.8089,0.7434000000000001,0.6308033069124731,0
SV1601,5.63,4,70,73.25,23,9,5,6,32,15.2,0.5740999999999999,0.7325,0.6246594543228794,1
SV1602,8.41,0,85,68.23,25,9,6,6,28,11.1,0.8886999999999998,0.6823,0.6015299034325514,0
SV1603,5.56,3,65,81.32,21,9,0,4,26,5.4,0.5992,0.8131999999999999,0.7007759980028697,1
SV1604,5.55,2,53,83.93,34,10,4,2,35,5.5,0.6285,0.8393,0.6793949636889371,1
SV1605,7.31,0,100,82.85,20,11,2,7,30,15.9,0.8116999999999999,0.8284999999999999,0.6922308990051359,0
SV1606,7.64,0,96,73.26,30,11,4,2,28,15.6,0.8348,0.7326,0.6308055877579959,0
SV1607,,0,111,61.48,19,8,4,10,22,13.5,0.8018999999999998,0.6148,0.6188839218495489,0
SV1608,3.97,4,106,87.99,21,14,0,3,18,9.7,0.4579,0.8798999999999999,0.6507760159419982,1
SV1609,7.31,0,97,78.19,30,15,0,1,35,10.9,0.8116999999999999,0.7818999999999999,0.755654066011899,0
SV1610,4.95,1,107,91.33,27,11,4,1,28,10.0,0.6165,0.9133,0.5988765428806353,0
SV1611,6.85,0,89,89.85,33,16,0,3,32,1.5,0.7794999999999999,0.8985,0.7875831116261741,0
SV1612,4.36,1,102,56.67,22,8,4,2,19,12.4,0.5752,0.5667,0.5144493418302142,0
SV1613,7.17,0,68,56.49,23,12,5,5,24,15.1,0.8018999999999998,0.5649000000000001,0.5998695421809584,0
SV1614,5.29,2,101,66.67,16,5,6,4,22,12.4,0.6103000000000001,0.6667000000000001,0.43392458583352805,1
SV1615,4.58,1,110,62.16,13,17,3,4,20,22.6,0.5906,0.6215999999999999,0.5647228121793074,1
SV1616,7.57,0,70,89.33,34,9,4,3,30,6.0,0.8298999999999999,0.8933,0.6615128441900672,0
SV1617,6.86,0,92,83.27,33,14,2,3,30,8.0,0.7802,0.8327,0.7284922058668764,0
SV1618,5.58,1,71,94.49,26,12,1,5,35,12.8,0.6606000000000001,0.9449,0.7550400397861907,0
SV1619,8.68,0,74,83.95,33,8,1,7,40,13.5,0.9076,0.8395,0.8340477377995271,0
SV1620,5.84,4,56,81.13,33,7,3,4,34,0.6,0.5888,0.8112999999999999,0.6903103799071671,1
SV1621,6.55,0,128,96.0,39,18,0,9,36,15.6,0.7585,0.96,0.9241684715140451,0
SV1622,6.9,1,122,85.05,25,14,2,4,32,13.5,0.753,0.8504999999999999,0.7024389905327582,0
SV1623,5.57,1,106,79.02,28,7,4,3,29,0.0,0.6599,0.7902,0.5980044005702433,1
SV1624,7.21,0,140,100.0,37,10,0,7,38,11.3,0.8047,1.0,0.8937915161734015,0
SV1625,5.7,2,84,79.73,18,9,2,3,21,7.1,0.639,0.7973,0.5733924228798686,0
SV1626,5.88,1,140,73.43,38,12,0,6,39,9.3,0.6816,0.7343000000000001,0.8907981757124102,1
SV1627,8.54,0,83,65.43,21,14,3,7,26,4.0,0.8977999999999999,0.6543000000000001,0.671096874966113,0
SV1628,4.94,2,98,88.55,32,8,1,5,31,14.5,0.5858,0.8855,0.7597683621999108,0
SV1629,2.88,1,78,96.56,30,13,0,2,34,22.6,0.4716,0.9656,0.764744969863881,0
SV1630,8.92,0,101,77.24,25,10,1,5,26,13.6,0.9243999999999999,0.7724,0.7024389787300739,0
SV1631,10.0,0,115,97.62,20,11,0,2,28,0.0,1.0,0.9762000000000001,0.6764966293476962,0
SV1632,5.89,3,87,48.45,27,7,2,3,22,13.7,0.6223,0.48450000000000004,0.616654303786566,1
SV1633,3.59,1,140,77.17,33,8,4,3,34,10.8,0.5213,0.7717,0.6633406899549164,0
SV1634,6.03,0,97,77.4,24,10,0,4,29,5.4,0.7221,0.774,0.7327050482544257,0
SV1635,6.07,1,98,67.1,25,11,3,6,26,14.1,0.6949,0.6709999999999999,0.6667247023849892,0
SV1636,6.22,0,63,100.0,33,7,0,6,30,17.3,0.7353999999999999,1.0,0.819401257789109,0
SV1637,4.83,1,103,77.01,31,12,4,4,32,8.0,0.6081,0.7701,0.6890243586190905,1
SV1638,7.37,0,86,71.88,24,12,1,6,32,2.1,0.8158999999999998,0.7188,0.7428449172026612,0
SV1639,7.29,0,72,78.39,27,8,3,1,32,0.0,0.8103,0.7839,0.6146341113342636,0
SV1640,4.26,0,67,47.96,26,12,6,4,32,8.0,0.5982,0.4796,0.6252032250864982,1
SV1641,7.55,0,140,66.6,22,8,3,4,27,11.1,0.8285,0.6659999999999999,0.602328122179159,0
SV1642,9.58,0,82,92.75,32,8,0,2,25,8.9,0.9705999999999999,0.9275,0.7360309823075544,0
SV1643,6.76,2,46,68.57,18,11,1,5,26,7.9,0.7131999999999998,0.6857,0.6627863584744509,1
SV1644,5.99,1,69,65.57,25,8,4,5,24,15.4,0.6893,0.6557,0.5963783837117073,1
SV1645,6.29,0,88,97.64,37,8,1,3,34,14.8,0.7403,0.9764,0.7766198048674122,0
SV1646,7.42,0,106,98.1,29,12,1,5,28,13.2,0.8193999999999999,0.981,0.7415145411718156,0
SV1647,3.9,1,107,85.75,28,14,2,9,34,16.9,0.5429999999999999,0.8575,0.7980043938811936,0
SV1648,6.75,0,110,71.17,25,10,0,5,30,8.1,0.7725,0.7117,0.7569844259201576,0
SV1649,5.91,0,71,74.41,28,13,4,2,35,5.4,0.7137,0.7441,0.6629776683695785,0
SV1650,9.27,0,100,,28,12,1,4,34,8.9,0.9488999999999999,0.6594,0.7490533446011252,0
SV1651,6.24,0,64,63.08,27,2,1,3,32,8.5,0.7367999999999999,0.6308,0.6176643494426474,0
SV1652,9.0,0,71,62.33,14,10,3,4,18,0.0,0.9299999999999999,0.6233,0.5294217651455682,0
SV1653,4.84,2,62,68.73,27,10,1,3,26,8.7,0.5788,0.6873,0.6873613755904628,0
SV1654,7.38,0,54,62.48,26,7,0,1,21,18.6,0.8166,0.6248,0.6676274300380771,0
SV1655,6.98,0,122,54.54,17,12,9,4,26,16.8,0.7886,0.5454,0.5049572168268294,1
SV1656,5.2,2,111,81.29,25,5,0,9,24,15.2,0.604,0.8129000000000001,0.7842571088540542,0
SV1657,6.77,0,119,81.52,31,6,2,4,34,12.8,0.7738999999999999,0.8151999999999999,0.6981152487533916,0
SV1658,8.32,0,91,100.0,25,17,0,2,26,20.7,0.8824000000000001,1.0,0.6978935374320651,0
SV1659,6.01,2,113,67.97,19,12,4,3,24,5.6,0.6607,0.6797,0.5658536307625409,0
SV1660,3.96,2,37,82.44,22,9,1,0,29,6.2,0.5172,0.8244,0.6259644810138706,0
SV1661,6.47,0,116,82.69,31,7,7,1,28,18.7,0.7528999999999999,0.8269,0.529933458124698,0
SV1662,5.15,2,95,74.19,22,12,2,3,23,12.2,0.6005,0.7419,0.622457995918406,1
SV1663,5.99,0,109,89.17,30,15,5,4,24,8.0,0.7192999999999999,0.8917,0.6465631660050112,1
SV1664,6.38,0,101,89.63,28,6,2,1,33,15.3,0.7465999999999999,0.8963,0.6343680246404936,1
SV1665,3.94,0,60,82.91,22,11,5,6,19,9.4,0.5758,0.8291,0.5773281297850463,1
SV1666,4.08,0,45,74.17,23,8,2,6,24,7.0,0.5856,0.7417,0.651152948010181,0
SV1667,7.22,0,69,72.64,26,7,2,4,30,6.8,0.8053999999999999,0.7264,0.6605567408935616,0
SV1668,5.72,0,107,57.48,17,13,1,2,24,13.9,0.7003999999999999,0.5748,0.611450710360029,0
SV1669,2.65,3,111,65.91,29,6,2,2,28,13.2,0.39549999999999996,0.6591,0.6313746756533327,1
SV1670,7.68,0,49,68.67,20,9,6,3,26,21.1,0.8375999999999999,0.6867,0.5210421032237271,0
SV1671,6.91,0,61,,27,9,7,7,24,10.3,0.7837000000000001,0.6114,0.594179571651928,0
SV1672,5.43,1,68,84.6,27,7,3,4,32,10.2,0.6500999999999999,0.846,0.6446341060615371,0
SV1673,4.52,0,79,95.95,25,9,2,2,30,20.6,0.6164,0.9595,0.6433480762507344,0
SV1674,7.75,1,49,64.38,26,12,4,1,27,17.9,0.8125,0.6437999999999999,0.5949001950838199,1
SV1675,7.02,0,47,82.25,24,10,3,6,22,12.9,0.7913999999999999,0.8225,0.6358519159764395,0
SV1676,10.0,0,65,62.49,25,6,1,5,36,2.6,1.0,0.6249,0.7271142864506042,0
SV1677,7.13,0,93,73.43,20,8,3,2,23,7.1,0.7990999999999999,0.7343000000000001,0.5446784579633978,0
SV1678,7.08,0,55,67.65,21,7,7,8,38,5.7,0.7955999999999999,0.6765000000000001,0.6098669310541583,0
SV1679,6.25,0,87,87.03,22,11,2,4,32,12.2,0.7375,0.8703,0.672607842353128,0
SV1680,7.73,0,122,67.82,24,9,4,3,28,8.9,0.8411,0.6781999999999999,0.591446327036882,0
SV1681,7.44,0,51,93.17,24,10,0,2,25,21.6,0.8208,0.9317,0.687250505692442,0
SV1682,8.38,0,84,74.31,22,9,3,3,27,2.6,0.8866,0.7431,0.5977826703196545,1
SV1683,5.72,0,121,68.26,20,15,2,4,24,5.0,0.7003999999999999,0.6826000000000001,0.6385287284454666,0
SV1684,5.85,1,77,59.2,33,12,3,1,28,13.5,0.6795,0.5920000000000001,0.6621285727308569,0
SV1685,5.78,0,73,81.8,15,7,1,6,20,15.1,0.7046,0.818,0.6141906318764783,0
SV1686,7.69,0,125,91.43,23,16,0,2,26,0.0,0.8383,0.9143000000000001,0.6856984143076995,0
SV1687,8.75,0,81,82.1,27,7,2,5,30,1.6,0.9124999999999999,0.821,0.6802906641171448,0
SV1688,5.81,1,123,100.0,35,12,0,3,32,10.4,0.6767,1.0,0.7997782249466195,0
SV1689,5.86,1,103,99.45,34,13,0,3,35,20.1,0.6802,0.9945,0.8073170300102792,0
SV1690,6.97,0,80,73.39,30,14,5,6,29,23.3,0.7878999999999999,0.7339,0.6913000046019415,0
SV1691,6.13,0,104,73.23,29,6,1,6,44,9.5,0.7291,0.7323000000000001,0.8015045276920436,0
SV1692,7.93,0,100,85.05,33,9,0,3,28,11.0,0.8551,0.8504999999999999,0.769401274413138,0
SV1693,3.12,0,121,,25,14,2,3,32,7.0,0.5184,0.6543000000000001,0.6888026281360639,0
SV1694,5.26,0,74,95.49,22,16,0,4,18,15.8,0.6681999999999999,0.9549,0.6705099427370093,0
SV1695,5.33,0,91,83.42,24,14,2,7,25,21.2,0.6731,0.8342,0.705432335800911,0
SV1696,3.02,1,88,81.85,27,8,1,5,36,19.5,0.4814,0.8184999999999999,0.7520078302762109,0
SV1697,5.05,1,111,88.3,25,10,1,10,28,11.8,0.6234999999999999,0.883,0.779711699597843,0
SV1698,5.13,2,59,100.0,27,17,1,5,30,7.0,0.5991,1.0,0.7469573443640556,1
SV1699,6.2,0,121,80.56,21,15,0,3,22,12.0,0.734,0.8056,0.6689578356153549,0
SV1700,8.17,0,104,76.3,21,12,1,4,28,20.3,0.8718999999999999,0.763,0.6790976921600113,0
SV1701,6.13,0,50,100.0,26,12,0,4,23,9.6,0.7291,1.0,0.7176274499219761,0
SV1702,4.95,1,126,92.51,30,9,3,6,27,1.1,0.6165,0.9251,0.6874722441248475,0
SV1703,6.41,1,140,73.19,23,7,2,8,26,9.8,0.7187,0.7319,0.6786276902310777,0
SV1704,8.07,0,120,78.08,31,12,1,5,32,10.3,0.8649,0.7807999999999999,0.7718914805941882,0
SV1705,5.04,1,133,80.93,27,11,0,1,30,1.1,0.6228,0.8093,0.7146341016235207,0
SV1706,5.13,2,93,83.43,32,8,0,3,39,13.4,0.5991,0.8343,0.8133037068943314,0
SV1707,7.34,0,40,57.65,19,9,1,3,20,15.0,0.8137999999999999,0.5765,0.6076717957439484,0
SV1708,6.17,0,35,54.86,23,10,2,3,30,23.2,0.7319,0.5486,0.6508499250285453,0
SV1709,7.47,0,98,64.69,25,11,3,11,34,4.0,0.8229,0.6469,0.7712701499056509,0
SV1710,6.48,0,72,63.53,22,9,2,4,27,16.4,0.7536,0.6353,0.6386917552370106,0
SV1711,7.55,0,63,68.34,26,8,3,4,28,17.8,0.8285,0.6834,0.6312638199288628,0
SV1712,4.95,1,88,,20,14,1,1,28,15.1,0.6165,0.8752,0.636193611759081,0
SV1713,6.48,1,108,75.47,22,10,5,5,25,6.0,0.7236,0.7547,0.5826311601176335,0
SV1714,6.18,1,46,80.95,21,14,1,3,28,5.6,0.7026,0.8095,0.6695638973793584,1
SV1715,4.68,0,77,59.64,19,9,2,4,30,12.6,0.6275999999999999,0.5964,0.6340354360827906,0
SV1716,4.15,0,135,71.08,20,7,2,4,32,12.5,0.5905,0.7108,0.6330622848165267,0
SV1717,7.53,0,58,86.81,24,12,0,7,22,8.6,0.8271,0.8681,0.7417959610161328,0
SV1718,5.97,2,116,86.92,31,11,2,3,34,19.7,0.6578999999999999,0.8692,0.7229404362827301,0
SV1719,,1,75,67.13,13,8,1,4,22,9.6,0.6179,0.6713,0.5893692541129911,1
SV1720,6.36,1,106,80.42,22,14,0,5,27,0.6,0.7152000000000001,0.8042,0.7250553915416145,0
SV1721,8.19,0,123,100.0,28,7,0,3,33,10.7,0.8733,1.0,0.7616407297910286,0
SV1722,3.08,2,112,77.74,28,6,2,3,29,14.9,0.4556,0.7774,0.6434589316652872,1
SV1723,4.26,0,117,67.6,24,9,3,5,24,14.1,0.5982,0.6759999999999999,0.6236141534403743,1
SV1724,5.12,0,55,75.39,23,10,0,3,24,14.0,0.6584,0.7539,0.6902438528200988,0
SV1725,8.69,0,123,79.38,24,10,1,3,34,21.0,0.9082999999999999,0.7938,0.7054323286469867,0
SV1726,6.92,2,64,75.73,25,11,3,5,30,5.3,0.7243999999999999,0.7573000000000001,0.6712701577568898,1
SV1727,7.65,0,98,77.53,33,11,0,2,32,9.5,0.8354999999999999,0.7753,0.7739467378658451,0
SV1728,,2,98,56.35,19,6,3,4,22,21.3,0.5752999999999999,0.5635,0.5370657400619769,0
SV1729,4.82,2,105,63.56,28,5,1,6,29,0.2,0.5774,0.6356,0.7177013341331524,0
SV1730,7.17,0,100,75.76,19,4,1,2,26,11.7,0.8018999999999998,0.7576,0.5813081320001557,0
SV1731,6.59,0,65,75.52,20,14,4,4,21,19.4,0.7613,0.7552,0.583062303236838,0
SV1732,7.32,0,50,69.51,24,10,2,2,23,19.3,0.8124,0.6951,0.6114929423636983,0
SV1733,6.22,0,116,75.34,30,16,3,5,27,16.0,0.7353999999999999,0.7534000000000001,0.710677994262778,1
SV1734,6.92,0,96,78.92,29,12,2,2,30,16.1,0.7844,0.7892,0.6833227404049742,0
SV1735,6.74,0,124,91.34,30,11,0,7,22,5.8,0.7718,0.9134,0.7783813229471629,0
SV1736,7.67,0,89,76.51,16,12,0,2,24,20.2,0.8369,0.7651,0.6339245713018485,0
SV1737,7.71,1,48,83.99,34,16,0,1,36,4.8,0.8097,0.8399,0.7845897654282692,1
SV1738,4.07,2,119,69.88,30,8,4,4,28,5.2,0.5248999999999999,0.6988,0.6314116432180518,1
SV1739,3.13,3,79,86.58,21,12,0,2,26,14.3,0.4291,0.8658,0.6735032843205899,0
SV1740,8.0,0,100,83.64,22,11,0,3,24,9.0,0.8599999999999999,0.8364,0.684146295629573,0
SV1741,8.28,0,71,90.99,27,9,0,6,36,13.2,0.8795999999999999,0.9098999999999999,0.8100886321790786,0
SV1742,4.97,1,139,88.7,25,12,0,5,30,14.6,0.6179,0.887,0.756984432586823,0
SV1743,3.71,1,64,86.83,26,9,0,2,30,22.7,0.5297000000000001,0.8683,0.7221728951125198,1
SV1744,6.65,0,80,76.52,23,13,1,5,30,14.6,0.7655,0.7652,0.7162178891643372,0
SV1745,7.9,0,93,81.67,19,9,0,3,34,8.3,0.853,0.8167,0.711308149489588,0
SV1746,9.2,0,57,93.95,29,8,0,5,30,16.1,0.944,0.9395,0.7813746592277149,1
SV1747,,0,100,68.22,25,7,5,7,22,7.0,0.8089,0.6822,0.5812268690652427,1
SV1748,5.94,0,138,68.57,20,8,2,6,28,17.5,0.7158,0.6857,0.6510420832981099,0
SV1749,5.16,3,75,,14,11,8,4,32,12.4,0.5711999999999999,0.8072,0.5169447784920363,1
SV1750,6.52,0,102,84.23,28,7,0,2,30,14.4,0.7564,0.8423,0.7343680040678878,0
SV1751,6.05,2,8,,29,5,3,2,30,1.3,0.6635,0.6564,0.5904655907876295,1
SV1752,4.98,1,89,76.88,24,10,0,4,30,0.0,0.6186,0.7687999999999999,0.7372505026965744,0
SV1753,9.57,0,81,76.59,24,14,1,2,28,3.0,0.9699,0.7659,0.6742202174633304,0
SV1754,9.18,0,65,44.77,26,7,3,3,27,22.5,0.9425999999999999,0.44770000000000004,0.6021729106272102,0
SV1755,8.2,0,122,,21,8,2,8,20,5.1,0.8739999999999999,0.7471,0.6480487333811971,0
SV1756,5.12,0,80,75.64,15,10,0,5,30,16.4,0.6584,0.7564,0.69600881765127,0
SV1757,7.78,0,85,75.6,25,7,5,4,28,8.1,0.8446,0.7559999999999999,0.5675905085280523,0
SV1758,7.46,0,79,99.24,28,12,0,3,30,10.6,0.8222,0.9924,0.7480043902741007,0
SV1759,7.16,0,32,59.76,28,12,3,1,32,11.7,0.8011999999999999,0.5976,0.6498225863650081,0
SV1760,8.37,0,56,65.63,15,10,2,4,26,21.9,0.8858999999999999,0.6563,0.5975239830415344,0
SV1761,7.45,0,119,38.82,24,11,4,5,27,15.5,0.8214999999999999,0.3882,0.6305838555445976,0
SV1762,7.61,0,27,70.79,20,9,1,7,19,14.3,0.8327,0.7079000000000001,0.6637693517154657,0
SV1763,7.46,0,67,72.07,27,13,0,4,22,19.8,0.8222,0.7206999999999999,0.7191795588708182,0
